,Diputado,Anio,Doc,Folio,Fecha,Asesor,Detalle,Monto
79,Nino Baltolu Rasera,2019,,6191,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
80,Nino Baltolu Rasera,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE MEDIDAS LEGISLATIVAS A TOMAR N MATERIA DE INFANCIA,500000
81,Nino Baltolu Rasera,2018,,5632,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
82,Nino Baltolu Rasera,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
83,Nino Baltolu Rasera,2018,,5802,19 apr 2018,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
84,Boris Barrera Moreno,2019,,,,MARCELO ANDRÉS PÉREZ QUILAQUEO,ASESORÍA COMUNICACIONAL CON PREPARACIÓN EN ESPACIO TELEVISIVO,500000
85,Boris Barrera Moreno,2019,,6310,30 aug 2019,ROMINA DOMINIQUE ÁLVAREZ TRUJILLO,ASESORÍA EN ASPECTOS RELEVANTES Y NUDOS CRÍTICOS DE LA TRAMITACIÓN DEL PROYECTO DE LEY MIGRATORIA (BOLETÍN Nº 8970-06) A SEPTIEMBRE DE 2019,500000
86,Boris Barrera Moreno,2019,,,,ROMINA DOMINIQUE ÁLVAREZ TRUJILLO,FUNDAMENTOS Y DIAGNÓSTICOS PARA PROYECTOS DE RESOLUCIÓN EN MATERIA INTERNACIONAL.,500000
87,Ramón Barros Montero,2018,,,,FUNDACION JAIME GUZMAN,CAUSALES DE CESACIÓN FUNCIONARIOS DE GOBIERNO,500000
88,Ramón Barros Montero,2018,,5633,16 mar 2018,PATRICIA JOANNON VERGARA,"ASESORÍA Y ANÁLISIS EN LA TRAMITACIÓN DE PROYECTOS ORIGINADOS TANTO EN MENSAJES COMO EN MOCIONES EN DISCUSIÓN EN LA COMISIÓN DE AGRICULTURA.ASESORÍA EN EL RECONOCIMIENTO DE TEMAS DE CONFLICTO A NIVEL REGIONAL Y DISTRITAL, EN ÁREAS AGRÍCOLA Y EDUCACIONAL. PROPUESTA DE SOLUCIONES.",3000000
89,Bernardo Berger Fett,2018,,,,BONNIE MARQUEZ JEREZ,Asesoría Externa en revisión y elaboración de Proyectos de Ley y propuestas de intervenciones según las tablas legislativas.,1700000
90,Bernardo Berger Fett,2018,,,,FRANCISCO JAVIER OXA LARRONDO,ASESORÍA EXTERNA EN REVISIÓN Y ELABORACIÓN DE PROYECTOS DE LEY Y PROPUESTAS DE INTERVENCIONES SEGÚN LAS TABLAS LEGISLATIVAS.,2000000
91,Karim Bianchi Retamales,2018,,,,KATHARINA SEGNER SILVA,"FISCALIZACIÓN PARA AVANZAR EN LA DESCENTRALIZACIÓN DEL PAÍS, EN MATERIAS COMO SALUD, PRODUCTIVIDAD Y CALIDAD DE VIDA DE LOS MAGALLÁNICOS",500000
92,Karim Bianchi Retamales,2018,,5874,22 may 2018,KATHARINA SEGNER SILVA,"""RESPONSABILIDAD PENAL ADOLESCENTE: IMPACTO Y EFECTO DE LA LEGISLACIÓN VIGENTE"".",500000
93,Sergio Bobadilla Muñoz,2021,,,,FUNDACION JAIME GUZMAN,"Informe mensual en políticas públicas relativa relativo a los temas discutidos en la comisión de educación. Cómo constancia de esta asesoría legislativa, se entregará un informe mensual a la oficina de Asesorías Externas de la Cámara y al diputado contratante. La asesoría se presentará durante los meses de enero y luego de marzo a diciembre de 2021. Para el Mes de febfrero, se presentarán 2 informes de actualidad constitucional, relativos a la libertad de enseñanza, derecho de los padres a escoger educación de sus hijos, el derecho a la calidad de educación y otros aspectos relativos a estos temas.",2400000
94,Sergio Bobadilla Muñoz,2020,,,,FUNDACION JAIME GUZMAN,Informe en Políticas públicas en materia de vivienda,400000
95,Sergio Bobadilla Muñoz,2020,,,,FUNDACION JAIME GUZMAN,INFORME MENSUAL DE POLÍTICAS PÚBLICAS EN MATERIAS DE VIVIENDA.,2000000
96,Sergio Bobadilla Muñoz,2019,,,,FUNDACION JAIME GUZMAN,INFORME DE POLÍTICAS PÚBLICAS,1600000
97,Sergio Bobadilla Muñoz,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROYECTO DE LEY QUE PERFECCIONA LOS BENEFICIOS OTORGADOS A BOMBEROS POR ACCIDENTES Y ENFERMEDADES.,500000
98,Sergio Bobadilla Muñoz,2018,,5635,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
99,Sergio Bobadilla Muñoz,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.ASESORÍA PERMANENTE A COMISIONES DE EDUCACIÓN Y VIVIENDA.,1000000
100,Gabriel Boric Font,2018,,,,"FUNDACION DECIDE DEMOCRACIA, PODER Y TERRITORIO",INVESTIGACIÓN Y ELABORACIÓN DE UNA PROPUESTA DE MODIFICACIÓN DEL REGLAMENTO DE LA CÁMARA DE DIPUTADOS.,800000
101,Gabriel Boric Font,2018,,,,"FUNDACION DECIDE DEMOCRACIA, PODER Y TERRITORIO",INVESTIGACIÓN Y ELABORACIÓN DE UNA PROPUESTA DE MODIFICACIÓN DEL REGLAMENTO DE LA CÁMARA DE DIPUTADOS.SE HARÁ ENTREGA DE TRES INFORMES DE CUENTA Y EVALUACIÓN DE AVANCE DEL PROCESO.,1500000
102,Jorge Brito Hasbún,2019,,,,EL MAPA CONSULTORES SPA,"- informe de desarrollo, seguimiento, actualización y análisis agenda legislativa en comisiones de pesca y defensa. - Seguimiento proyecto que establece nuevo mecanismo de financiamiento, de las capacidades estratégicas de la defensa nacional Boletín Nro. 7678-02 (indicación sustitutiva) - Informe seguimiento agenda legislativa prioritaria gobierno Sebastian Piñera.",500000
103,Jorge Brito Hasbún,2019,,6176,01 jan 2019,EL MAPA CONSULTORES SPA,"INFORME DE DESARROLLO, SEGUIMIENTO, ACTUALIZACIÓN Y ANÁLISIS AGENDA LEGISLATIVA EN COMISIONES DE PESCA Y DEFENSA. SEGUIMIENTO PROYECTO QUE ESTABLECE NUEVO MECANISMO DE FINANCIAMIENTO , DE LAS CAPACIDADES ESTRATÉGICAS DE LA DEFENSA NACIONAL BOLETÍN NRO. 7678-02 (INDICACIÓN SUSTITUTIVA) INFORME SEGUIMIENTO AGENDA LEGISLATIVA PRIORITARIA GOBIERNO SEBASTIAN PIÑERA.",500000
104,Jorge Brito Hasbún,2018,,,,JANNA ALFONSO SAKALHA DÍAZ,"ESTUDIO, ANÁLISIS Y PROPUESTA DE REDACCIÓN DE OFICIOS DE FISCALIZACIÓN Y O PROYECTOS DE ACUERDO SOBRE USO DE RECURSOS PÚBLICOS DE MUNICIPIOS Y ORGANISMOS DEL ESTADO.COLABORACIÓN EN LA CREACIÓN DE INTERVENCIONES EN SALA Y COMISIONES, CREACIÓN DE INDICACIONES Y SOLICITUDES DE INFORMACIÓN EN TORNO A BOLETÍN EN TRÁMITE.",500000
105,Jorge Brito Hasbún,2018,,5683,27 mar 2018,JANNA ALFONSO SAKALHA DÍAZ,ESTUDIO ANALISIS Y PROPUESTA DE REDACCION DE OFICIOS DE FISCALIZACION Y7O PROYECTOS DE ACUERDO SOBRE USO DE RECURSOS PUBLICOS DE MUNICIPIOS Y ORGANISMOS DEL ESTADO. COLABORACION EN LA CREACION DE INTERVENCIONES EN LA SALA Y EN COMISIONES DE INDICACIONES Y SOLICITUDES DE INFORMACION EN TORNO A BOLETINES EN TRAMITE.,500000
106,Jorge Brito Hasbún,2018,,,,MARCELO ANDRÉS PÉREZ QUILAQUEO,LEVANTAMIENTO ANALISIS Y SEGUIMIENTO DE AVANCE DE AGENDA LEGISLATIVA DEL GOBIERNO DE SEBASTIAN PIÑERA .,500000
107,Jorge Brito Hasbún,2018,,5759,01 apr 2018,MARCELO ANDRÉS PÉREZ QUILAQUEO,"LEVANTAMIENTO, ANALISIS Y SEGUIMIENTO DE AVANCE DE AGENDA LEGISLATIVA DEL GOBIERNO DE SEBASTIAN PIÑERA.",500000
108,Jorge Brito Hasbún,2018,,,,JANNA ALFONSO SAKALHA DÍAZ,"ESTUDIO, ANALISIS Y PROPUESTA DE REDACCION DE OFICIOS Y FISCALIZACION Y7O PROYECTOS DEACUERDO SOBRE USO DE RECURSOS PUBLICOS DE MUNICIPIOS Y ORGANISMOS DEL ESTADO. COLABORACION EN LA CREACION DE INTERVENCIONES EN LA SALA Y EN COMISIONES , CREACION DE INDICACIONES Y SOLICITUDES DE INFORMACION EN TORNO A BOLETINES EN TRAMITES.",500000
109,Jorge Brito Hasbún,2018,,5775,01 apr 2018,EL MAPA CONSULTORES SPA,"Informe de desarrollo, seguimiento, actualización y análisis agenda legislativa gobierno Sebastian Piñera con énfasis en comisiones de pesca y defensa.",500000
110,Jorge Brito Hasbún,2018,,,,JANNA ALFONSO SAKALHA DÍAZ,"Estudio,análisis y propuesta de redacción de oficios y fiscalización y/o proyectos de aacuerdo sobre uso de recursos públicos de municipios y organismos del estado. Colaboración en la creación de intervenciones en la sala y en comisiones, creación de indicaciones y solicitudes de información en torno a boletines en trámite.",500000
111,Jorge Brito Hasbún,2018,,5854,01 may 2018,EL MAPA CONSULTORES SPA,"1) Informe de desarrollo, seguimiento, actualización y análisis agenda legislativa gobierno Sebastian Piñera con énfasis en comisiones de pesca y defensa. 2) Estudio de proyectos de ley control de armas 3) Seguimiento discusión comisión mixta proyecto sernapesca",500000
112,Jorge Brito Hasbún,2018,,,,EL MAPA CONSULTORES SPA,"INFORME DE DESARROLLO , SEGUIMIENTO , ACTUALIZACION Y ANALISIS AGENDA LEGISLATIVA EN COMISIONES DE PESCA Y DEFENSA SEGUIMIENTO PROYECTO QUE ESTABLECE NUEVO MECANISMO DE FINANCIAMIENTO, DE LAS CAPACIDADES ESTRATEGICAS DE LA DEFENSA NACIONAL BOLETIN NRO. 7678-02 (INDICACION SUSTITUTIVA INFORME SEGUIMIENTO AGENDA LEGISLATIVA PRIORITARIA GOBIERNO SEBASTIAN PIÑERA.",500000
113,Jorge Brito Hasbún,2018,,5856,01 may 2018,EL MAPA CONSULTORES SPA,"INFORME DE DESARROLLO, SEGUIMIENTO ACTUALIZACION Y ANALISIS AGENDA LEGISLATIVA EN COMISIONES DE PESCA Y DEFENSA. SEGUIMIENTO PROYECTO QUE ESTABLECE NUEVO MECANISMO DE FINANCIAMIENTO DE LAS CAPACIDADES ESTRATEGICAS DE LA DEFENSA NACIONAL BOLETIN NRO. 7678-02 (INDICACION SUSTITUTIVA ) INFORME SEGUIMIENTO AGENDA LEGISLATIVA PRIORITARIA GOBIERNO SEBASTIAN PIÑERA.",500000
114,Jorge Brito Hasbún,2018,,,,EL MAPA CONSULTORES SPA,"Informe de desarrollo, seguimiento , actualización y analisis agenda legislativa en comisiones de pesca y defensa. Seguimiento proyecto que establece nuevo mecanismo de financiamiento, de las capacidades estratégicas de la defensa nacional Boletin Nro. 7678-02(indicación sustitutiva) Informe seguimiento agenda legislativa prioritaria gobierno Sebastian Piñera.",500000
115,Jorge Brito Hasbún,2018,,5976,01 jun 2018,EL MAPA CONSULTORES SPA,"Informe de desarrollo , seguimiento actualizacion y analisis agenda legislativa en comisiones de Pesca y defensa Seguimiento proyecto que establece nuevo mecanismo de financiamiento, de las capacidades estratégicas de la defensa nacional Boletin Nro. 7678-02 (indicación sustitutiva) Informe seguimiento agenda legislativa prioritaria gobierno Sebastían Piñera.",500000
116,Jorge Brito Hasbún,2018,,,,CATALINA CONSTANZA BEZZENBERGER GOMEZ,Asesoria con respecto a marco teórico de metodología de gestión de compras en el ejército y medidas a implementar para perfeccionamiento de dicha gestión Interpretación de reglamentos Realización de diagnósticos de procesos en gestión de compras del ejército.,250000
117,Miguel Ángel Calisto Águila,2018,,,,NATALIA CARCAMO CATALAN,INFORME TÉCNICO SERVICIO DE SALUD DE AYSÉN.HOSPITAL DE CHILE CHICOINVERSIÓN ANÁLISIS RSMINUTAS COMISIONES EN QUE PARTICIPA EL DIPUTADO.,700000
118,Álvaro Carter Fernández,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROYECTO DE LEY QUE REGULA LAS ACTIVIDADES DE VOLUNTARIADO.,500000
119,Álvaro Carter Fernández,2018,,5636,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
120,Álvaro Carter Fernández,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
121,Natalia Castillo Muñoz,2018,,,,ANA MARÍA GAJARDO FIGUEROA,"CARACTERIZACIÓN Y DESCRIPCIÓN SOCIO TERRITORIAL BAJO UN ENFOQUE COMUNITARIO DISTRITO 10 (LA GRANJA, SAN JOAQUÍN, MACUL, SANTIAGO Y PROVIDENCIA)MAPEO DE ACTORES Y ANÁLISIS DE INFORMACIÓN DISTRITAL PARA LA FORMULACIÓN DE METODOLOGÍAS COMUNITARIAS PARTICIPATIVAS DE INTERVENCIÓN SOCIAL. CON FOCO EN ORGANIZACIONES TERRITORIALES Y FUNCIONALES. METODOLOGÍAS DE PARTICIPACIÓN COMUNITARIAS Y LOCAL PARA EL LEVANTAMIENTO DE PROBLEMÁTICAS SENTIDAS DE LAS COMUNAS DEL DISTRITO 10.",1700000
122,Natalia Castillo Muñoz,2018,,,,EL MAPA CONSULTORES SPA,"INFORME DE DESARROLLO, SEGUIMIENTO, ACTUALIZACIÓN Y ANÁLISIS AGENDA LEGISLATIVA GOBIERNO SEBASTIAN PIÑERA, INFANCIA, GÉNERO Y GLOBAL",1000000
123,Natalia Castillo Muñoz,2018,,5700,29 mar 2018,EL MAPA CONSULTORES SPA,"INFORME DE DESARROLLO, SEGUIMIENTO, ACTUALIZACIÓN Y ANÁLISIS AGENDA LEGISLATIVA GOBIERNO SEBASTIAN PIÑERA, INFANCIA, GÉNERO Y GLOBAL.",500000
124,Natalia Castillo Muñoz,2018,,,,EL MAPA CONSULTORES SPA,"INFORME DE DESARROLLO, SEGUIMIENTO, ACTUALIZACIÓN Y ANÁLISIS AGENDA LEGISLATIVA GOBIERNO SEBASTIÁN PIÑERA. INFANCIA, GÉNERO Y GLOBAL.MAPA DE ACTORES, INSTITUCIONES Y RELACIONES DEL SISTEMA DE INFANCIA EN CHILE.MAPA DE ACTORES POLÍTICO TERRITORIALES LA GRANJA.IDENTIFICACIÓN, SISTEMATIZACIÓN Y PLANIFICACIÓN DE ACCIONES POLÍTICAS PRIORITARIAS.",1500000
125,Juan Luis Castro González,2020,,,,AXEL EDUARDO CALLÍS RODRIGUEZ,"Seguimiento de la conversación pública en la Región de O’Higgins sobre temáticas relacionadas a la salud, infraestructura y temas propios de las comisiones y debates que se desarrollan en la Cámara. Asesoría en materia de reformas a sistemas electorales, del Estado en relación a la Región de O’Higgins en su dimensionamiento cuantitativo demográfico. Asesorías en materia de descentralización, transferencia de competencias y materias propias de los gobiernos regionales y administración del FNDR y otras provisiones presupuestarias regionalizadas.",1661250
126,Juan Luis Castro González,2020,,,,AXEL EDUARDO CALLÍS RODRIGUEZ,"Seguimiento de la conversación pública en la Región de O’Higgins sobre temáticas relacionadas a la salud, infraestructura y temas propios de las comisiones y debates que se desarrollan en la Cámara. Asesoría en materia de reformas a sistemas electorales, del Estado en relación a la Región de O’Higgins en su dimensionamiento cuantitativo demográfico. Asesorías en materia de descentralización, transferencia de competencias y materias propias de los gobiernos regionales y administración del FNDR y otras provisiones presupuestarias regionalizadas.",1661250
127,Juan Luis Castro González,2019,,,,IMPAKTA CONSULTORES LIMITADA,ELABORACIÓN DE MINUTAS E INFORMES DEL TRABAJO LEGISLATIVO.INFORMES TERRITORIALES SOBRE MATERIAS SOCIOECONÓMICAS Y DE SALUD DE DISTRITO 15.MINUTAS DEL TRABAJO DE COMISIONES.(SOLO ENERO Y MARZO),1650000
128,Juan Luis Castro González,2019,,,,AXEL EDUARDO CALLÍS RODRIGUEZ,"SEGUIMIENTO DE LA CONVERSACIÓN PÚBLICA EN LA REGIÓN DE O'HIGGINS SOBRE TEMÁTICAS RELACIONADAS A LA SALUD, INFRAESTRUCTURA Y TEMAS PROPIOS DE LAS COMISIONES Y DEBATES QUE SE DESARROLLAN EN LA CÁMARA.ASESORÍA EN MATERIA DE REFORMAS A SISTEMAS ELECTORALES, DEL ESTADO EN RELACIÓN A LA REGIÓN DE O'HIGGINS EN SU DIMENSIONAMIENTO CUANTITATIVO DEMOGRÁFICO.ASESORÍAS EN MATERIA DE DESCENTRALIZACIÓN, TRANSFERENCIA DE COMPETENCIAS Y MATERIAS PROPIAS DE LOS GOBIERNOS REGIONALES Y ADMINISTRACIÓN DEL FNDR Y OTRAS PROVISIONES PRESUPUESTARIAS REGIONALIZADAS.",4999995
129,Juan Luis Castro González,2018,,,,IMPAKTA CONSULTORES LIMITADA,ELABORACIÓN DE MINUTAS E INFORMES TERRITORIALES SOBRE EL TRABAJO LEGISLATIVO.INFORMES TERRITORIALES SOBRE MATERIAS SOCIOECONÓMICAS Y DE SALUDDE DISTRITO 15 Y REGIONALMINUTAS DEL TRABAJO DE COMISIONES EN QUE EL DIPUTADO SEA INTEGRANTE ELABORACIÓN DE ESTUDIOS DE DENSIDAD DEMOGRÁFICA REGIONAL ELABORACIÓN DE MINUTAS DEL TRABAJO PARLAMENTARIO,550000
130,Juan Luis Castro González,2018,,5969,26 may 2018,IMPAKTA CONSULTORES LIMITADA,"ELABORACIÓN DE MINUTAS E INFORMESTERRITORIALES SOBRE EL TRABAJOP LEGISLATIVO, INFORMES TERRITORIALES SOBRE MATERIAS SOCIO ECONÓMICAS Y DE SALUD DEL DISTRITO 15 Y REGIONAL.MINUTAS DEL TRABAJO EN COMISIONES EN QUE EL DIPUTADO SEA INTEGRANTE. ELABORACIÓN DE ESTUDIOS DE DENSIDAD DEMOGRÁFICA REGIONAL. ELABORACIÓN DE MINUTAS DEL TRABAJO PARLAMENTARIO.",3300000
131,Ricardo Celis Araya,2018,,,,CAROLINA CODOCEO OYANGUREN,"Asesoría en derecho parlamentario y legislativo, seguimiento y análisis de proyectos de ley en tramitación general a marzo 2018 y en particular respecto de los proyectos de las comisiones permanentes de Salud y Deportes y recreación. Elaboración de propuesta para incorporar en tabla proyectos en tramite , para estudio, para elaboración de indicaciones, para archivo.",700000
132,Ricardo Celis Araya,2018,,5674,11 mar 2018,CAROLINA CODOCEO OYANGUREN,"Asesoría legislativa, seguimiento y análisis de proyectos de ley en tramitación en general en Sala y en particular respecto de los proyectos de las Comisiones permanentes de Salud, Deportes y recreación y Medio Ambiente y Recursos Naturales. Elaboración de minutas informativas, indicaciones a proyectos en tramite. Análisis de información para la preparación de proyectos.",1300000
133,Ricardo Celis Araya,2018,,,,CAROLINA CODOCEO OYANGUREN,"Asesoría legislativa, seguimiento y análisis de proyectos de ley en tramitación en general en Sala y en particular respecto de los proyectos de las Comisiones permanentes de Salud, Deportes y recreación y Medio Ambiente y Recursos Naturales. Elaboración de minutas informativas, indicaciones a proyectos en tramite. Análisis de información para la preparación de proyectos",1700000
134,Andrés Celis Montt,2018,,,,JUAN LUIS TOBAR VALDIVIA,IMPACTO DE LA INTERVENCIÓN POLICIAL FOCALIZADA EN LA PERCEPCIÓN DE VICTIMIZACIÓN CIUDADANA.,1350000
135,Andrés Celis Montt,2018,,5908,27 apr 2018,JUAN LUIS TOBAR VALDIVIA,LA DESREGULACION DISCRECIONAL DEL SERVICIO PUBLICO MEDIANTE CONTRATACIÓN DE FUNCIONARIOS A HONORARIOS Y EL PAGO ARBITRARIO DE HORAS EXTRAORDINARIAS,1000000
136,Andrés Celis Montt,2018,,,,JUAN LUIS TOBAR VALDIVIA,condiciones ambientales en el aula que afectan el proceso de aprendizaje: una mirada desde la legislación,500000
137,Daniella Cicardini Milla,2018,,,,ASESORIAS CRISTINA ZUÑIGA PAREDES EIRL,Asesoría parlamentaria en temas de trabajo legislativo y político para el mes de marzo trabajar en contenidos y minuta sobre la temática migratoria de acuerdo con pauta de trabajo entregada pro al parlamentaria,700000
138,Daniella Cicardini Milla,2018,,5680,11 mar 2018,ASESORIAS CRISTINA ZUÑIGA PAREDES EIRL,"- Asesoría parlamentaria para el trabajo legislativo y político (análisis de contingencia e impacto de los temas que trabaja la parlamentaria) - Levantamiento de información experiencia que fomenten la maternidad abierta, el amamamtamiento en el contexto del proyecto de Ley de Amamantamiento. Oportunidades y debilidades que representa el proyecto",1000000
139,Daniella Cicardini Milla,2018,,,,ASESORIAS CRISTINA ZUÑIGA PAREDES EIRL,ASESORÍA PARLAMENTARIA PARA EL TRABAJO LEGISLATIVO Y POLÍTICO (ANÁLISIS DE CONTINGENCIA E IMPACTO DE LOS TEMAS QUE TRABAJA LA PARLAMENTARIA) - LEVANTAMIENTO DE INFORMACIÓN SOBRE LUGARES CON POTENCIALIDADES Y O VALIOSAS PARA EL RESCATE PATRIMONIAL EN LA REGIÓN DE ATACAMA. ACCIONES DE DE ORGANIZACIONES O COMUNIDAD RESPECTO DE PROYECTOS IMPULSADOS Y O PRESENTADOS RELACIONADOS CON PATRIMONIOS NACIONALES A NIVEL REGIONAL.,1000000
140,Daniella Cicardini Milla,2018,,5755,01 apr 2018,ASESORIAS CRISTINA ZUÑIGA PAREDES EIRL,"- ASESORÍA PARLAMENTARIA PARA EL TRABAJO LEGISLATIVO, POLÍTICO Y COMUNICACIONAL- GENERACIÓN DE INSUMOS COMUNICACIONALES DEL TRABAJO PARLAMENTARIO Y LEVANTAMIENTO DE INFORMACIÓN PARA LA LABOR LEGISLATIVA - LEVANTAMIENTO DE INFORMACIÓN SOBRE REPRESENTACIÓN DE LA MUJER EN INSTRUMENTOS NACIONALES (ESCUDOS, BILLETES Y OTROS) QUE IMPLIQUEN DEMOSTRACIÓN O PARTICIPACIÓN FEMENINA HISTÓRICA",1000000
141,Sofía Cid Versalovic,2021,,,,ALVARO IRIARTE BARÓN,"preparación oficios de fiscalización, preparación proyectos de ley, preparación proyectos de resolución, análisis e informe proyectos de ley, análisis e informe proyectos de resolución",1053175
142,Sofía Cid Versalovic,2021,,6434,01 jan 2021,ALVARO IRIARTE BARÓN,"PREPARACIÓN OFICIOS DE FISCALIZACIÓN, PREPARACIÓN PROYECTOS DE LEY, PREPARACIÓN PROYECTOS DE RESOLUCIÓN, ANÁLISIS E INFORMES PROYECTOS DE LEY, ANÁLISIS E INFORMES PROYECTOS DE RESOLUCIÓN.",1053175
143,Sofía Cid Versalovic,2021,,,,ALVARO IRIARTE BARÓN,"Preparación oficios de fiscalización, preparación proyectos de Ley, preparación proyectos de resolución, análisis e informes proyectos de ley, análisis e informe proyectos de resolución",1053175
144,Sofía Cid Versalovic,2020,,,,ALVARO IRIARTE BARÓN,"preparación oficios de fiscalización, preparación proyectos de ley, preparación proyectos de resolución, análisis e informe proyectos de ley, análisis e informe proyectos de resolución",1030000
145,Sofía Cid Versalovic,2020,,6398,01 apr 2020,ALVARO IRIARTE BARÓN,"preparación oficios de fiscalización, preparación proyectos de ley, preparación proyectos de resolución, análisis e informe proyectos de ley, análisis e informe proyectos de resolución",2060000
146,Sofía Cid Versalovic,2020,,,,ALVARO IRIARTE BARÓN,"preparación oficios de fiscalización, preparación proyectos de ley, preparación proyectos de resolución, análisis e informe proyectos de ley, análisis e informe proyectos de resolución",1030000
147,Sofía Cid Versalovic,2018,,,,CLAUDIO ANDRÉS TOLEDO DÍAZ,INFORME SOBRE EL IMPACTO DE LAS REDES SOCIALES Y SU IMPORTANCIA.,700000
148,Sofía Cid Versalovic,2018,,5732,29 mar 2018,PABLA FRANCISCA PASTENE IZARRAULDE,"ANÁLISIS DE LAS POLÍTICAS DE ADOPCIÓN EN CHILE, CON EL PROPÓSITO DE ENTREGAR UNA MIRADA GENERAL DE LA SITUACIÓN ACTUAL DEL PAÍS. Y LUEGO UN DIAGNÓSTICO MÁS ESPECÍFICO DE LA SITUACIÓN DE LOS INDICES DE ADOPCIÓN EN LA REGIÓN DE ATACAMA. Y FINALMENTE PROPUESTAS PARA ABORDAR LA PROBLEMÁTICA CON INDICACIONES DE ACUERDO A LA REALIDAD DE LA REGIÓN DE ATACAMA.",350000
